"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.961038961038961","0.01176301349997623","0.33771929824561403","0.16666666666666666","4","6","false","24","8.0","0","4","0","0.891053391053391","false","0","24","264","0.3125"
"3.0","0.022993020291974205","0.3333333333333333","0.2","6","6","false","25","7.0","0","6","0","0.8888888888888888","false","0","25","510","0.30952380952380953"
"3.038961038961039","0.008533798502111082","0.32905982905982906","0.4666666666666667","6","6","false","27","10.0","0","6","0","0.8867243867243867","false","0","27","214","0.35714285714285715"
"2.8051948051948052","0.04438792505132556","0.35648148148148145","0.14285714285714285","7","5","false","28","6.285714285714286","0","7","0","0.8997113997113997","false","0","28","844","0.21693121693121692"
"2.883116883116883","0.027462808047410633","0.34684684684684686","0.19047619047619047","7","6","false","29","7.428571428571429","0","7","0","0.8953823953823954","false","0","29","492","0.2413793103448276"
"3.935064935064935","0.006180588417430523","0.25412541254125415","0.0","2","7","false","30","3.5","0","2","0","0.836940836940837","false","0","30","160","0.5"
"3.4285714285714284","0.11009319343222282","0.2916666666666667","0.0","3","6","false","Bifidobacterium adolescentis  ","5.333333333333333","0","3","0","0.8650793650793651","false","0","Bifidobacterium adolescentis  ","1984","0.3333333333333333"
"4.337662337662338","0.0758714969241285","0.2305389221556886","0.5","4","7","false","Sutterella species incertae sedis","3.0","0","4","0","0.8145743145743146","false","0","Sutterella species incertae sedis","1320","0.55"
"5.298701298701299","0.0","0.18872549019607843","1.0","3","8","false","31","3.3333333333333335","0","3","0","0.7611832611832612","false","0","31","0","0.8333333333333334"
"5.298701298701299","0.0","0.18872549019607843","1.0","3","8","false","33","3.3333333333333335","0","3","0","0.7611832611832612","false","0","33","0","0.8333333333333334"
"5.298701298701299","0.0","0.18872549019607843","1.0","3","8","false","32","3.3333333333333335","0","3","0","0.7611832611832612","false","0","32","0","0.8333333333333334"
"3.272727272727273","0.018644192823960428","0.3055555555555555","0.3333333333333333","4","7","false","34","6.5","0","4","0","0.8737373737373737","false","0","34","422","0.36764705882352944"
"2.948051948051948","0.012484251432474261","0.3392070484581498","0.26666666666666666","6","6","false","35","6.166666666666667","0","6","0","0.8917748917748918","false","0","35","272","0.25"
"2.8181818181818183","0.03902582438839481","0.3548387096774193","0.32142857142857145","8","6","false","36","7.25","0","8","0","0.8989898989898989","false","0","36","854","0.23387096774193547"
"3.4285714285714284","0.005585374980453586","0.2916666666666667","0.0","2","6","false","37","5.5","0","2","0","0.8650793650793651","false","0","37","88","0.5"
"3.038961038961039","0.011550660461245603","0.32905982905982906","0.16666666666666666","4","6","false","39","7.0","0","4","0","0.8867243867243867","false","0","39","366","0.34210526315789475"
"2.896103896103896","0.00811223648514067","0.3452914798206278","0.5","4","5","false","40","11.0","0","4","0","0.8946608946608947","false","0","40","250","0.39285714285714285"
"2.9220779220779223","0.054931417587596475","0.3422222222222222","0.14285714285714285","7","6","false","47","5.857142857142857","0","7","0","0.8932178932178932","false","0","47","972","0.20634920634920634"
"3.0","0.04346829561376096","0.3333333333333333","0.35714285714285715","8","6","false","41","6.25","0","8","0","0.8888888888888888","false","0","41","832","0.2552083333333333"
"2.987012987012987","0.019921178380724377","0.3347826086956522","0.4","6","6","false","42","7.666666666666667","0","6","0","0.8896103896103895","false","0","42","556","0.2948717948717949"
"3.688311688311688","0.007724211988161336","0.2711267605633803","0.0","2","6","false","43","6.0","0","2","0","0.8506493506493507","false","0","43","98","0.5"
"3.2467532467532467","0.01754056824545546","0.308","0.0","4","6","false","44","4.5","0","4","0","0.8751803751803752","false","0","44","370","0.2916666666666667"
"3.142857142857143","0.06094405803052421","0.3181818181818182","0.1","5","6","false","45","5.6","0","5","0","0.8809523809523809","false","0","45","1258","0.2631578947368421"
"2.961038961038961","0.052880824073875864","0.33771929824561403","0.0","5","6","false","46","4.8","0","5","0","0.891053391053391","false","0","46","898","0.2111111111111111"
"3.779220779220779","6.92071086807929E-4","0.2646048109965636","0.0","2","7","false","66","4.5","0","2","0","0.8455988455988456","false","0","66","10","0.5"
"2.779220779220779","0.025996582963729087","0.3598130841121496","0.5","4","5","false","48","11.5","0","4","0","0.9011544011544012","false","0","48","552","0.375"
"2.961038961038961","0.04537178815570534","0.33771929824561403","0.17857142857142858","8","6","false","49","5.5","0","8","0","0.891053391053391","false","0","49","874","0.21875"
"3.7532467532467533","9.18692835986069E-4","0.2664359861591695","0.0","2","7","false","51","6.0","0","2","0","0.847041847041847","false","0","51","18","0.5555555555555556"
"3.142857142857143","0.020686996037303628","0.3181818181818182","0.0","4","6","false","50","5.75","0","4","0","0.8809523809523809","false","0","50","334","0.27941176470588236"
"2.961038961038961","0.038055980370387925","0.33771929824561403","0.13333333333333333","6","6","false","52","7.166666666666667","0","6","0","0.891053391053391","false","0","52","780","0.23809523809523808"
"2.909090909090909","0.00929910377925178","0.34375","0.47619047619047616","7","6","false","53","10.142857142857142","0","7","0","0.8939393939393939","false","0","53","268","0.30735930735930733"
"3.1818181818181817","0.024400185900527675","0.3142857142857143","0.1","5","7","false","54","5.2","0","5","0","0.8787878787878788","false","0","54","344","0.25555555555555554"
"3.3506493506493507","0.024630293948475775","0.29844961240310075","0.0","3","7","false","55","6.0","0","3","0","0.8694083694083694","false","0","55","300","0.3333333333333333"
"3.948051948051948","0.0","0.2532894736842105","0.0","1","7","false","57","6.0","0","1","0","0.8362193362193362","false","0","57","0","0.0"
"3.220779220779221","0.05551663249031669","0.31048387096774194","0.0","3","6","false","58","6.333333333333333","0","3","0","0.8766233766233766","false","0","58","692","0.3333333333333333"
"4.181818181818182","0.025974025974025976","0.2391304347826087","0.0","2","7","false","65","2.0","0","2","0","0.8232323232323232","false","0","65","314","0.5"
"5.1688311688311686","0.0","0.1934673366834171","0.0","1","8","false","59","2.0","0","1","0","0.7683982683982684","false","0","59","0","0.0"
"2.831168831168831","0.046192631087681534","0.353211009174312","0.1","5","6","false","60","7.6","0","5","0","0.8982683982683982","false","0","60","772","0.22580645161290322"
"3.2857142857142856","0.0","0.30434782608695654","1.0","3","6","false","68","12.666666666666666","0","3","0","0.873015873015873","false","0","68","0","0.6031746031746031"
"3.207792207792208","0.0329379200961566","0.3117408906882591","0.47619047619047616","7","7","false","61","5.857142857142857","0","7","0","0.8773448773448773","false","0","61","490","0.31746031746031744"
"3.5584415584415585","0.0013175525393570506","0.28102189781021897","0.8","5","7","false","62","7.0","0","5","0","0.8578643578643579","false","0","62","42","0.4666666666666667"
"2.8181818181818183","0.03976966585476497","0.3548387096774193","0.3","5","6","false","63","8.4","0","5","0","0.8989898989898989","false","0","63","778","0.2857142857142857"
"3.0779220779220777","0.02420353259899794","0.3248945147679325","0.47619047619047616","7","6","false","64","6.714285714285714","0","7","0","0.8845598845598845","false","0","64","662","0.3197278911564626"
"3.0779220779220777","0.015214229170996092","0.3248945147679325","0.0","3","6","false","67","7.666666666666667","0","3","0","0.8845598845598845","false","0","67","286","0.3508771929824561"
"3.727272727272727","0.008836028325541583","0.2682926829268293","0.4","5","7","false","69","5.0","0","5","0","0.8484848484848485","false","0","69","126","0.43636363636363634"
"3.987012987012987","0.0","0.250814332247557","0.0","1","6","false","70","4.0","0","1","0","0.834054834054834","false","0","70","0","0.0"
"1.0","0.0","1.0","0.0","1","1","false","71","1.0","0","1","0","1.0","false","0","71","0","0.0"
"1.0","0.0","1.0","0.0","1","1","false","74","1.0","0","1","0","1.0","false","0","74","0","0.0"
"4.103896103896104","0.025974025974025976","0.24367088607594936","0.0","2","7","false","72","3.0","0","2","0","0.8275613275613275","false","0","72","532","0.5"
"5.090909090909091","0.0","0.19642857142857142","0.0","1","8","false","73","2.0","0","1","0","0.7727272727272728","false","0","73","0","0.0"
