Sample_id	recovered_realigned_day	lowest_dist	DistxDay	Timepoint_realign	Study	Perturbance_scale	M00001	M00002	M00003	M00004	M00005	M00006	M00007	M00008	M00009	M00010	M00011	M00012	M00013	M00014	M00015	M00016	M00017	M00018	M00019	M00020	M00021	M00022	M00023	M00024	M00025	M00026	M00027	M00028	M00029	M00030	M00031	M00032	M00033	M00034	M00035	M00036	M00037	M00038	M00039	M00040	M00042	M00044	M00045	M00046	M00047	M00048	M00049	M00050	M00051	M00052	M00053	M00055	M00056	M00057	M00060	M00061	M00063	M00064	M00065	M00066	M00070	M00072	M00073	M00074	M00075	M00076	M00077	M00078	M00079	M00080	M00081	M00082	M00083	M00085	M00086	M00087	M00088	M00089	M00090	M00091	M00092	M00093	M00094	M00095	M00096	M00097	M00098	M00099	M00100	M00101	M00102	M00107	M00110	M00112	M00113	M00114	M00115	M00116	M00117	M00118	M00119	M00120	M00121	M00122	M00123	M00124	M00125	M00126	M00127	M00128	M00129	M00130	M00131	M00133	M00134	M00135	M00136	M00137	M00140	M00141	M00142	M00143	M00144	M00145	M00147	M00148	M00149	M00150	M00151	M00152	M00153	M00154	M00155	M00156	M00157	M00158	M00159	M00160	M00161	M00162	M00163	M00165	M00166	M00167	M00168	M00169	M00170	M00171	M00172	M00173	M00174	M00175	M00176	M00177	M00178	M00179	M00180	M00181	M00182	M00183	M00184	M00185	M00186	M00188	M00189	M00190	M00191	M00192	M00193	M00194	M00196	M00197	M00198	M00199	M00200	M00201	M00202	M00203	M00204	M00205	M00206	M00207	M00208	M00209	M00210	M00211	M00212	M00213	M00214	M00215	M00216	M00217	M00218	M00219	M00220	M00221	M00222	M00223	M00224	M00225	M00226	M00227	M00228	M00229	M00230	M00231	M00232	M00233	M00234	M00235	M00236	M00237	M00238	M00239	M00240	M00241	M00242	M00243	M00244	M00245	M00246	M00247	M00249	M00250	M00251	M00252	M00253	M00254	M00255	M00256	M00257	M00258	M00259	M00260	M00261	M00262	M00263	M00264	M00265	M00266	M00267	M00268	M00269	M00270	M00271	M00272	M00273	M00274	M00275	M00276	M00277	M00278	M00279	M00280	M00281	M00282	M00283	M00284	M00285	M00286	M00287	M00288	M00289	M00290	M00291	M00292	M00293	M00295	M00296	M00297	M00298	M00299	M00300	M00301	M00303	M00304	M00305	M00306	M00307	M00308	M00309	M00315	M00316	M00317	M00318	M00319	M00320	M00321	M00322	M00323	M00324	M00325	M00326	M00328	M00330	M00331	M00332	M00333	M00334	M00335	M00336	M00337	M00338	M00339	M00340	M00341	M00342	M00343	M00344	M00345	M00346	M00348	M00349	M00350	M00351	M00352	M00353	M00354	M00355	M00356	M00357	M00358	M00359	M00360	M00361	M00362	M00364	M00365	M00366	M00367	M00368	M00373	M00374	M00375	M00376	M00377	M00378	M00379	M00380	M00381	M00382	M00383	M00384	M00385	M00386	M00387	M00389	M00390	M00391	M00392	M00393	M00394	M00395	M00396	M00398	M00399	M00400	M00401	M00402	M00403	M00404	M00405	M00406	M00407	M00410	M00411	M00412	M00413	M00414	M00415	M00416	M00417	M00422	M00423	M00425	M00427	M00428	M00429	M00430	M00432	M00433	M00434	M00435	M00436	M00437	M00438	M00439	M00440	M00442	M00443	M00444	M00445	M00446	M00447	M00448	M00449	M00450	M00451	M00452	M00453	M00454	M00455	M00456	M00457	M00458	M00459	M00460	M00461	M00464	M00465	M00466	M00468	M00469	M00471	M00472	M00473	M00474	M00475	M00476	M00477	M00478	M00479	M00480	M00481	M00483	M00485	M00486	M00487	M00488	M00489	M00490	M00491	M00492	M00493	M00494	M00495	M00496	M00497	M00498	M00499	M00500	M00501	M00502	M00503	M00504	M00505	M00506	M00507	M00508	M00509	M00511	M00512	M00513	M00514	M00515	M00517	M00518	M00519	M00521	M00522	M00523	M00524	M00525	M00526	M00527	M00529	M00530	M00531	M00532	M00533	M00535	M00537	M00538	M00539	M00540	M00541	M00542	M00543	M00544	M00545	M00546	M00548	M00549	M00550	M00551	M00552	M00554	M00555	M00563	M00564	M00565	M00566	M00567	M00568	M00569	M00570	M00571	M00572	M00573	M00575	M00577	M00579	M00580	M00581	M00582	M00583	M00584	M00585	M00586	M00587	M00589	M00590	M00591	M00592	M00593	M00595	M00596	M00598	M00599	M00600	M00601	M00602	M00603	M00604	M00605	M00606	M00607	M00608	M00609	M00610	M00615	M00619	M00620	M00622	M00623	M00624	M00625	M00627	M00628	M00630	M00631	M00632	M00633	M00635	M00636	M00637	M00639	M00641	M00642	M00643	M00645	M00646	M00647	M00648	M00649	M00651	M00652	M00653	M00655	M00656	M00657	M00658	M00660	M00662	M00663	M00664	M00667	M00668	M00669	M00670	M00673	M00675	M00676	M00682	M00683	M00685	M00686	M00687	M00688	M00689	M00691	M00692	M00693	M00695	M00696	M00697	M00698	M00699	M00700	M00701	M00702	M00704	M00705	M00706	M00707	M00708	M00709	M00710	M00711	M00712	M00713	M00714	M00715	M00716	M00717	M00718	M00719	M00720	M00721	M00722	M00723	M00724	M00725	M00726	M00727	M00728	M00729	M00731	M00732	M00736	M00737	M00738	M00739	M00740	M00741	M00742	M00743	M00744	M00745	M00746	M00747	M00754	M00760	M00761	M00762	M00763	M00764	M00765	M00766	M00767	M00768	M00769	M00771	M00774	M00777	M00778	M00780	M00783	M00787	M00789	M00790	M00791	M00792	M00793	M00795	M00797	M00798	M00799	M00800	M00801	M00802	M00803	M00804	M00806	M00807	M00809	M00810	M00811	M00813	M00814	M00815	M00816	M00817	M00818	M00820	M00821	M00822	M00823	M00824	M00825	M00827	M00828	M00829	M00830	M00832	M00833	M00835	M00836	M00837	M00838	M00839	M00840	M00841	M00842	M00843	M00844	M00845
801	54	0.0597926478174768	3.22880298214375	Baseline	Suez	0.142746740856811	3099	1676	2036	1487	254	235	912	286	1604	629	1004	511	55	650	376	1611	1264	1063	877	693	386	1251	615	359	473	1002	47	666	604	71	56	72	492	772	826	306	5	20	78	220	27	0	41	43	60	1688	971	1034	1357	770	1323	5	0	1	569	695	166	179	6	0	1	34	1	1	0	244	263	206	692	317	105	509	564	0	508	46	82	735	67	0	0	326	0	124	1749	54	44	1	37	0	5	0	1	3	5	1002	893	275	174	70	595	881	752	464	304	403	845	1051	439	0	361	0	77	642	48	149	10	0	670	332	9	1	539	91	0	0	175	237	0	0	27	28	11	1	1047	6	604	1	0	1	0	1757	646	1054	70	421	218	493	433	2647	0	33	403	58	5431	3199	3	3	0	1612	33	101	101	453	249	373	0	0	32	406	849	298	240	147	329	300	77	0	38	153	310	2192	26	32	292	241	658	3	305	73	79	11	0	6	11	814	571	147	23	0	0	54	67	1	33	0	11	29	60	0	1340	404	465	1461	661	6	369	12	103	224	253	358	138	257	143	45	166	2317	450	283	1	4094	5	2743	0	0	0	24	84	185	63	139	131	113	231	106	489	55	255	298	51	0	57	19	39	0	38	0	0	0	40	15	144	126	0	0	0	152	0	0	183	562	49	0	74	21	7	48	871	812	6	52	0	0	0	1	158	0	3	75	3	152	134	0	66	646	155	974	133	2363	52	3	194	116	1	0	34	14	250	732	651	17	77	91	0	0	1	3	1	183	838	24	7615	7813	920	1396	162	72	155	31	294	222	775	136	580	690	33	0	0	0	0	0	0	0	0	0	0	11	401	0	0	692	0	0	1	0	56	3	1	52	0	0	0	0	0	0	3	9	0	0	0	0	64	38	16	1	0	1030	0	576	14	449	6	92	3	2	1001	112	7	7	0	3	22	55	19	22	52	0	0	65	11	0	7	0	23	42	28	28	3	0	52	46	0	16	0	70	5	32	1	72	19	13	35	28	3	109	0	0	4	16	18	1272	82	70	47	157	0	83	68	139	29	7	6	0	0	23	578	139	1	0	32	19	47	3	29	46	290	536	0	1	275	2	1223	1135	1394	15	54	13	380	0	381	0	0	0	0	13	114	0	26	69	194	0	889	168	38	668	454	25	162	75	1317	5	251	2	76	1013	110	551	314	132	289	534	89	514	1464	1	2	42	18	137	225	50	2	0	25	41	401	87	85	12	28	345	666	5	587	301	0	32	452	14	17	5	803	0	0	7	84	247	416	6	667	1085	4	5	0	0	0	1	123	111	51	253	387	51	142	516	121	0	119	73	55	3	118	92	3	5	0	2	229	345	0	1	0	1	0	0	3	0	2	1	0	0	0	118	115	98	8	122	35	71	20	1	30	36	220	2	826	0	3	6	8	8	23	3	4	236	87	123	70	173	2	5	85	89	1017	465	596	87	0	7	82	1	2	620	163	708	56	3	1	2	41	28	0	49	0	20	67	2	5	14	98	18	2	8	0	1	17	0	3	1	0	0	20	893	0	42	0	2	2	30	51	1	10	76	2	155	0	0	26	28	35	31	74	17	40	105	100	11	30	1	3	1	0	0	0	1	2	33	1	2	68	442	663	147	148	545	737
802	25	0.0411510258842035	1.02877564710509	Baseline	Suez	0.172027253721428	2863	1582	2056	1293	191	315	729	405	1914	574	1391	527	86	828	450	1629	1301	1014	907	584	432	1293	788	373	421	1006	44	686	520	108	24	122	451	598	909	350	0	28	79	177	10	1	78	71	25	1849	802	837	1658	683	1049	2	0	0	746	1023	224	140	14	2	0	1	1	0	0	209	216	178	804	350	203	553	627	0	496	101	74	418	113	0	1	334	1	99	1644	6	66	0	36	0	5	0	0	1	4	1078	881	596	157	28	602	1109	820	494	297	394	793	1133	623	0	431	1	71	518	27	152	13	4	530	332	0	3	795	372	0	0	286	277	1	0	115	115	19	1	943	1	530	1	0	1	0	1430	543	940	107	412	250	394	476	2894	1	79	536	10	4982	2668	7	1	1	1415	0	97	68	364	225	259	2	0	30	245	736	142	128	101	141	154	88	0	5	78	161	1321	40	12	216	65	774	7	207	73	47	1	0	6	35	577	562	51	29	0	3	33	23	3	28	0	7	14	84	0	1065	347	203	1257	1214	9	438	55	147	186	177	341	156	266	114	8	115	2122	537	238	1	3298	8	2260	1	1	0	0	54	146	73	89	122	67	228	70	222	28	99	162	37	6	70	20	12	0	27	0	0	0	24	1	176	82	0	0	0	196	6	1	44	405	2	0	51	12	1	15	736	859	14	11	0	0	0	3	270	2	3	13	21	222	241	0	28	303	70	995	236	2144	69	1	130	248	0	1	12	4	220	604	636	24	8	75	1	0	1	2	4	123	755	4	6064	6062	1077	1670	187	113	205	57	260	390	929	144	719	643	13	0	0	0	0	0	0	0	0	0	2	0	322	0	0	803	0	0	1	0	44	0	0	43	1	1	1	0	0	0	0	0	0	0	0	0	61	15	6	0	2	937	1	638	2	412	9	46	7	3	675	125	9	12	5	5	9	35	19	16	31	0	1	67	0	0	74	0	14	20	4	0	3	2	42	33	0	11	22	14	40	84	2	147	12	5	34	6	0	167	0	0	4	2	17	822	73	10	27	64	1	178	86	331	36	18	0	0	2	36	790	188	0	2	71	59	13	8	1	42	118	631	0	4	98	2	1222	1163	1507	31	130	75	396	2	451	0	3	0	0	18	44	0	7	52	197	0	699	132	27	582	401	7	133	18	1140	1	127	8	44	1036	227	510	281	222	316	501	73	403	1313	3	0	54	36	100	162	9	0	3	44	4	370	58	13	6	11	194	297	3	167	125	0	0	453	2	23	16	836	1	0	0	104	238	533	2	950	1032	1	0	0	0	0	1	59	35	28	485	553	34	77	413	128	0	74	55	58	0	39	182	44	18	0	5	236	248	2	1	0	0	0	1	0	0	0	0	0	0	0	174	248	209	0	247	15	163	3	2	24	16	47	10	520	0	1	6	14	9	36	3	18	307	23	233	32	180	4	4	41	56	861	563	425	70	0	0	70	0	8	676	338	565	36	4	2	10	152	13	0	37	3	14	25	4	0	9	42	44	1	17	0	12	0	0	9	12	11	1	33	1154	0	111	3	1	6	35	38	1	14	59	5	113	0	0	56	25	15	67	56	7	49	255	41	0	21	0	5	5	7	2	0	0	0	0	7	1	67	401	667	129	149	507	791
803	33	0.041118728840952	1.35691805175142	Baseline	Suez	0.0694897067571375	3042	1521	1936	1488	240	352	871	399	1963	702	1299	598	85	798	423	1624	1414	1070	922	670	377	1411	741	378	467	1099	27	775	606	77	26	107	495	601	936	347	0	18	76	181	13	0	117	64	16	1983	850	903	1757	696	1148	3	0	0	672	978	202	181	2	0	0	13	0	0	4	263	257	157	778	323	359	659	697	0	455	91	98	504	67	0	0	333	0	127	1681	34	96	15	43	1	10	0	0	3	4	1116	1022	482	121	29	595	1022	837	470	292	418	809	1144	630	0	407	0	81	588	46	173	17	13	538	335	1	0	593	244	0	0	251	320	0	0	100	122	10	0	1082	14	498	0	0	2	0	1476	597	1032	128	431	264	445	456	2903	0	58	441	18	5073	2896	3	1	0	1495	15	95	78	322	309	300	2	3	51	307	869	274	127	119	203	225	90	1	13	79	231	1778	12	16	246	191	707	7	335	64	55	7	0	7	17	603	604	80	11	0	0	44	57	0	32	0	5	31	79	1	1299	466	385	1272	1048	8	370	29	142	290	268	301	143	277	106	11	106	2129	415	272	0	3010	4	2244	0	0	0	5	84	201	72	150	184	103	266	99	342	42	252	291	43	0	84	17	35	0	30	0	0	0	43	2	148	107	0	0	0	152	1	0	66	456	23	4	89	23	11	35	804	836	10	21	0	3	0	2	247	1	46	3	18	168	178	0	18	407	125	649	138	2167	92	0	152	200	0	0	31	7	229	699	692	23	31	103	0	0	4	0	2	156	775	3	6428	6439	1063	1702	170	119	202	35	253	268	922	135	662	632	19	0	0	0	0	0	0	0	0	0	0	5	336	2	0	688	0	0	0	0	25	0	0	29	0	0	0	0	0	0	0	2	0	0	0	0	51	35	18	0	0	1040	3	653	6	471	4	61	2	3	855	96	6	19	1	1	15	49	18	21	71	0	0	67	1	3	16	0	4	32	2	0	16	1	40	42	0	18	1	40	10	56	6	65	41	5	29	5	0	159	1	1	1	4	7	1148	96	13	38	74	1	154	96	303	13	22	4	0	1	15	829	133	2	0	24	60	19	7	7	24	122	645	0	4	161	7	1283	1175	1456	20	108	28	352	0	389	4	9	1	0	18	111	0	29	50	234	0	837	153	27	567	502	7	126	63	1255	5	176	6	42	997	167	512	279	171	274	502	81	506	1273	7	2	55	17	103	205	32	3	0	42	11	351	88	32	5	3	268	519	5	244	242	0	6	511	3	25	6	863	0	0	0	90	257	475	1	946	1183	3	2	1	1	0	0	65	15	78	311	380	76	103	551	103	0	115	50	31	2	114	161	5	3	0	3	241	255	0	1	0	0	0	0	0	0	0	0	0	0	0	158	159	180	1	170	23	120	8	10	30	28	94	30	576	1	3	7	45	58	52	8	15	185	55	167	60	217	5	1	61	57	738	492	479	124	0	10	103	0	6	786	226	602	66	2	0	4	69	25	0	37	0	15	81	2	7	8	17	37	3	5	3	2	5	0	13	4	6	2	26	1074	0	88	1	2	0	19	54	0	12	75	7	144	0	0	33	31	19	30	104	16	34	184	22	5	29	2	9	12	1	0	0	2	0	11	0	4	89	463	697	126	133	579	821
804	14	0.0374551490847276	0.524372087186186	Baseline	Suez	0.0638652696865161	2702	1515	1917	1378	220	289	759	390	2036	722	1355	611	93	846	435	1575	1465	1011	976	632	406	1374	816	337	460	1220	40	792	592	116	29	132	419	538	935	330	0	20	101	189	16	0	80	49	32	2004	901	909	1668	772	1057	3	0	0	800	983	181	188	1	1	0	6	0	1	1	234	214	218	852	263	329	644	795	0	505	113	73	466	68	1	0	343	0	139	1742	16	49	1	58	1	3	0	0	1	4	1272	958	591	131	30	647	1170	808	411	251	349	941	1128	665	1	422	0	65	545	31	113	12	8	586	371	5	6	778	351	0	0	290	328	1	2	140	128	8	1	1039	7	455	3	0	0	0	1432	526	948	126	421	280	472	494	2915	0	53	503	33	4715	2821	0	0	0	1462	14	90	31	356	217	287	1	2	52	252	775	189	114	102	170	148	75	0	12	69	170	1456	16	21	240	104	728	2	344	48	27	19	0	9	12	499	642	57	15	0	2	34	42	1	21	0	6	26	62	0	1043	322	318	1116	968	14	404	48	182	226	218	257	130	279	77	11	115	2060	400	258	0	2974	2	2377	1	0	0	5	46	148	63	108	129	60	175	67	302	27	156	159	26	1	103	9	17	0	31	0	1	0	17	1	176	97	0	0	0	184	3	0	45	465	18	1	52	8	4	29	690	824	8	30	0	1	1	5	256	0	53	11	8	195	197	0	12	351	118	692	144	2321	87	0	126	244	0	0	23	0	220	614	671	18	22	75	0	0	3	0	11	128	770	10	6315	6383	1102	1831	202	105	176	36	264	333	1092	111	623	681	14	1	0	1	1	0	0	1	0	0	1	2	303	3	0	934	0	1	0	0	50	0	0	58	0	0	1	0	1	0	0	5	2	0	0	0	50	30	14	1	0	1068	0	650	7	411	3	53	1	4	779	104	5	24	2	3	13	52	9	9	55	0	2	45	0	0	14	0	4	21	2	2	12	0	28	33	0	19	1	75	7	88	2	91	24	7	19	5	0	195	1	0	4	4	9	933	81	19	55	58	4	175	119	418	6	12	1	0	9	20	965	243	1	4	46	66	5	4	7	6	128	523	0	2	149	4	1176	1232	1487	16	84	62	350	0	498	0	2	1	0	3	91	0	12	47	190	0	758	143	19	508	524	7	98	55	1407	2	139	4	48	1168	175	620	254	183	242	502	77	401	1084	1	1	54	28	100	144	22	0	0	40	2	365	91	10	4	3	209	440	1	173	181	0	5	485	3	18	2	898	1	0	0	109	253	487	5	961	1142	1	0	0	0	0	14	18	18	54	398	426	52	87	409	82	0	74	36	22	0	104	150	15	1	1	3	245	258	2	1	0	0	1	0	3	0	0	2	0	0	1	154	193	191	3	161	21	189	10	11	28	18	72	7	570	1	3	9	16	18	25	5	12	181	21	195	59	246	7	7	41	41	766	494	419	86	0	8	79	0	8	800	244	551	33	3	3	1	125	10	0	41	0	5	47	3	4	7	14	40	2	12	1	1	2	0	18	33	18	1	40	1154	0	100	3	1	3	14	37	2	10	60	5	131	0	0	43	16	5	30	97	15	10	198	22	5	26	0	4	2	10	0	0	1	1	4	0	1	69	527	683	137	161	627	831
805	56	0.0592682278593155	3.31902076012167	Baseline	Suez	0.141843368013265	2818	1573	1970	1414	195	325	729	400	1855	685	1166	526	89	743	400	1502	1245	977	871	540	372	1282	744	261	452	1055	30	657	519	109	35	117	408	612	867	267	1	16	85	197	14	0	61	57	33	1874	873	904	1574	706	1017	1	0	0	638	1035	176	139	2	0	1	5	1	0	2	198	186	146	756	306	259	560	688	0	495	89	60	515	46	0	2	316	1	113	1688	7	25	13	61	0	15	0	0	2	1	1222	929	482	114	53	642	1211	628	384	267	430	839	1225	603	0	376	0	86	553	16	126	22	5	576	311	14	6	623	315	1	1	253	320	0	0	111	74	22	1	974	5	519	1	0	0	0	1440	550	949	78	466	255	372	405	2770	0	37	486	26	4839	2789	6	0	3	1440	2	90	61	377	222	269	2	2	53	216	738	194	139	95	191	150	88	0	13	153	183	1505	17	17	237	90	649	10	229	66	31	1	0	2	33	543	577	46	37	0	1	38	30	0	15	0	3	3	61	0	1014	365	301	1045	1000	3	363	44	122	154	164	333	158	314	119	9	143	2067	370	279	0	2832	4	2442	0	0	0	2	73	167	90	87	110	96	251	73	270	33	142	217	51	2	83	7	16	0	24	0	1	0	25	0	173	96	1	0	0	164	1	0	50	429	4	0	59	17	3	17	646	834	14	48	0	2	1	3	235	4	1	8	7	265	229	1	52	319	168	704	142	2295	93	1	151	189	0	2	6	5	234	649	613	14	16	84	0	1	1	0	3	106	807	3	6321	6419	1092	1562	185	107	206	34	246	243	923	93	582	681	6	0	1	0	1	0	0	0	0	1	0	0	330	0	0	814	0	0	0	0	33	0	0	33	1	0	2	0	1	1	0	3	0	0	0	0	60	32	11	0	0	963	2	588	1	431	3	64	1	8	581	93	5	9	2	2	10	53	27	12	59	1	1	54	1	0	39	0	23	19	4	5	2	0	46	49	0	13	1	39	7	73	9	86	18	28	34	8	2	186	0	0	4	10	11	867	110	35	44	62	3	157	82	293	2	10	3	0	1	44	870	232	0	10	46	49	8	12	4	10	141	565	1	2	127	1	1134	1176	1439	5	76	27	311	0	432	0	4	0	0	4	128	0	3	33	206	0	657	120	21	560	439	8	91	5	1287	4	104	2	33	974	185	605	270	237	280	479	74	399	1041	3	0	36	22	102	114	22	2	0	43	12	335	60	28	11	21	240	380	10	227	180	0	5	440	7	8	4	791	0	0	0	122	311	514	4	961	1059	1	2	1	0	0	1	24	13	52	435	437	63	63	484	63	0	76	43	31	3	182	190	27	5	1	2	231	240	0	4	0	0	0	0	5	0	0	1	0	0	1	169	197	171	1	168	4	198	3	1	29	21	64	2	548	1	1	5	15	13	17	0	6	187	61	180	77	203	5	4	41	35	870	526	466	67	0	6	56	1	1	724	175	562	31	1	1	0	71	20	0	49	1	9	58	3	1	9	17	28	6	25	1	2	0	0	8	2	5	1	26	1118	0	97	3	0	1	24	35	2	6	58	3	142	0	0	28	7	9	44	83	3	11	207	19	0	13	2	5	6	2	0	1	1	6	3	8	10	54	432	724	155	142	498	688
806	40	0.0441201962365074	1.76480784946029	Baseline	Suez	0.244670076857826	3122	1455	1913	1459	234	289	863	327	1865	736	1174	611	54	964	396	1610	1572	1133	1084	656	416	1279	747	312	490	1186	76	891	588	83	23	116	508	689	970	284	1	23	65	197	21	0	74	100	19	1855	892	887	1685	670	1270	0	0	2	343	1024	97	92	2	3	0	1	0	0	0	294	260	183	453	225	213	771	701	0	342	66	83	453	85	0	0	252	1	117	1580	3	35	1	44	1	10	0	0	2	6	908	944	231	137	49	615	812	963	719	397	373	774	985	534	0	428	0	91	585	38	134	22	6	585	338	0	0	486	123	0	0	150	334	1	2	63	14	22	2	1147	9	729	0	0	12	0	1586	543	1057	89	374	292	473	400	2722	0	49	611	17	4575	2615	6	0	0	1305	0	191	65	440	271	314	5	10	63	351	1421	257	189	246	221	253	162	2	3	137	248	2622	27	36	103	58	934	5	435	147	75	9	0	13	51	743	620	55	16	8	10	52	40	2	35	0	12	40	126	2	1522	398	246	1542	918	14	347	21	131	329	349	407	271	369	161	12	227	2770	532	237	0	4152	3	2248	0	0	0	0	105	264	125	115	177	104	384	143	509	104	99	276	35	19	80	27	32	1	84	0	0	0	22	0	169	170	0	0	0	195	14	0	61	469	4	1	95	18	15	75	643	774	21	22	4	3	6	9	95	3	25	12	41	96	89	1	28	327	133	1082	157	1949	68	0	169	123	0	0	34	1	309	957	629	57	45	68	0	0	0	0	1	123	629	0	5779	5791	970	1518	182	59	164	37	285	299	853	176	799	832	2	0	0	0	0	0	0	0	0	0	0	0	260	0	0	634	0	0	0	0	36	0	0	27	0	0	0	0	0	0	0	0	0	0	4	2	117	49	5	0	0	726	0	663	1	509	10	72	2	8	876	184	18	29	5	5	18	86	2	4	78	0	4	93	0	9	30	0	0	12	26	9	6	0	28	79	1	42	10	118	42	152	2	109	36	11	41	16	0	115	8	0	14	7	12	1489	156	12	31	74	1	120	72	118	38	11	4	2	4	53	568	87	1	1	57	13	8	9	1	24	154	1237	0	5	178	3	1248	1179	1425	30	110	40	398	0	487	0	4	0	0	7	106	1	1	86	252	0	828	238	22	590	408	13	140	22	1394	2	174	3	86	1225	81	563	345	89	389	427	100	503	1467	10	1	71	56	113	188	33	0	0	96	10	554	98	15	14	18	359	851	16	237	255	0	1	504	22	13	19	713	1	0	0	173	368	528	11	965	1167	4	3	2	2	2	2	24	38	93	300	380	79	135	445	128	5	134	90	72	2	128	307	16	12	0	7	102	110	3	5	0	0	0	0	22	0	0	0	0	0	0	202	91	101	0	194	12	123	8	4	77	21	101	1	360	0	4	10	22	20	61	0	32	246	43	78	89	83	38	6	45	73	1174	473	551	92	0	0	102	3	16	782	248	633	43	6	7	1	145	22	2	73	8	10	67	5	2	5	36	15	2	29	1	1	0	0	28	2	2	8	18	1210	0	58	0	3	5	22	50	5	29	85	1	246	0	0	110	31	16	63	174	53	35	74	27	0	19	2	5	7	2	3	0	0	5	1	2	1	69	438	645	159	137	660	848
807	52	0.0644425639333917	3.35101332453637	Baseline	Suez	0.0861504093170966	3057	1508	1956	1412	206	325	843	383	1856	630	1182	587	55	785	363	1467	1227	1084	793	596	376	1247	591	319	390	1115	74	653	559	79	23	108	556	644	891	304	1	19	93	165	21	0	134	87	35	1691	891	941	1502	659	1316	3	0	0	360	904	133	128	4	0	0	24	0	0	0	379	358	243	615	174	267	611	633	0	576	65	74	566	78	0	0	312	0	125	1578	28	52	2	34	0	22	0	0	3	4	1005	819	290	93	28	591	835	902	650	299	335	807	926	465	0	424	0	124	517	31	146	30	7	592	327	0	0	596	168	0	0	178	334	0	2	60	19	11	1	904	4	741	0	0	4	2	1592	654	1028	72	442	218	415	454	2751	1	42	524	41	5004	2891	3	0	0	1473	24	141	66	440	245	274	1	4	48	282	910	211	177	216	221	211	162	4	2	109	233	2109	43	32	143	71	643	4	368	54	43	4	0	7	22	683	568	53	27	2	1	36	36	0	21	0	7	14	101	0	1156	398	187	1685	944	24	354	24	129	269	277	345	215	384	150	12	152	2832	445	260	0	3818	6	2316	0	0	0	16	65	154	92	78	87	77	193	69	338	39	56	131	35	1	59	23	13	0	47	0	0	0	19	13	183	126	0	0	0	182	6	0	77	472	3	0	64	1	5	15	785	915	36	34	0	5	3	5	134	9	4	7	11	130	115	0	17	285	94	1276	161	2034	60	0	181	143	0	0	15	13	269	772	673	42	34	93	0	0	0	0	0	174	777	12	6412	6539	1003	1485	180	82	166	49	271	339	820	166	683	622	19	0	0	0	0	0	0	0	0	0	0	3	290	3	0	575	0	0	0	0	32	3	0	20	0	0	0	0	0	0	0	6	0	0	0	0	75	44	22	1	0	875	11	546	11	411	6	79	1	3	1039	355	11	11	7	7	21	83	3	4	80	1	1	69	0	1	20	2	11	42	6	0	4	0	39	69	0	18	1	71	12	140	4	72	45	8	36	9	3	121	1	0	1	13	19	1222	106	13	52	138	2	116	84	129	48	26	9	0	0	55	581	86	0	0	39	21	12	17	1	25	151	823	0	4	202	5	1163	1100	1333	13	101	20	464	2	360	1	8	0	0	14	90	0	3	65	242	0	852	183	28	584	320	3	169	26	1158	2	260	3	84	936	102	454	315	93	311	479	68	428	1261	9	0	55	28	83	169	12	5	0	65	8	467	98	35	14	6	278	826	4	222	203	0	26	466	13	16	6	866	1	1	0	143	307	536	5	925	954	2	6	0	0	0	2	36	42	84	391	490	73	161	475	137	0	144	46	92	2	95	157	2	21	0	3	136	123	1	0	0	0	0	3	0	0	0	0	0	0	0	134	104	101	1	265	9	60	5	2	37	16	161	7	486	0	2	10	7	6	16	4	16	292	39	100	80	88	6	7	57	53	1075	491	650	99	0	2	114	0	7	669	315	624	38	6	2	0	252	13	0	55	8	8	37	2	9	15	29	22	4	19	0	5	0	0	23	0	0	1	26	1074	0	41	3	4	5	28	47	5	9	54	2	124	2	2	121	45	47	43	109	8	27	111	33	1	47	0	6	12	3	1	0	0	0	20	0	0	83	343	577	124	120	554	700
