"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.186046511627907","0.04307999432584148","0.45744680851063835","0.38095238095238093","16","4","false","Alistipes.obesi.","9.428571428571429","0","16","7","0.9209302325581395","false","0","Alistipes.obesi.","286","0.33163265306122447"
"3.046511627906977","9.333966144597372E-4","0.3282442748091603","0.0","4","5","false","Alistipes.finegoldii_onderdonkii._Alistipes","6.0","0","4","2","0.8635658914728682","false","0","Alistipes.finegoldii_onderdonkii._Alistipes","6","0.5555555555555556"
"2.5813953488372094","0.010747269219030011","0.38738738738738737","0.6","12","4","false","Parabacteroides.merdae._Parabacteroides","7.6","0","12","5","0.8945736434108528","false","0","Parabacteroides.merdae._Parabacteroides","66","0.4111111111111111"
"1.8372093023255813","0.12868702476382754","0.5443037974683544","0.3047619047619048","38","3","false","Alistipes.putredinis._Alistipes","8.466666666666667","0","38","15","0.944186046511628","false","0","Alistipes.putredinis._Alistipes","816","0.24705882352941178"
"2.0232558139534884","0.045096671147091316","0.4942528735632184","0.37777777777777777","24","3","false","Bacteroides.dorei_vulgatus._Bacteroidia","9.3","0","24","10","0.931782945736434","false","0","Bacteroides.dorei_vulgatus._Bacteroidia","350","0.290625"
"1.930232558139535","0.06439096310358769","0.5180722891566265","0.4090909090909091","34","3","false","Faecalibacterium.sp.","9.666666666666666","0","34","12","0.937984496124031","false","0","Faecalibacterium.sp.","460","0.2904040404040404"
"1.930232558139535","0.07052050902940096","0.5180722891566265","0.4090909090909091","26","3","false","Ruminococcaceae.species.incertae","9.583333333333334","0","26","12","0.937984496124031","false","0","Ruminococcaceae.species.incertae","580","0.2818627450980392"
"2.0","0.10178507661896367","0.5","0.28888888888888886","56","4","false","Ruminococcus.sp.","8.2","0","56","10","0.9333333333333333","false","0","Ruminococcus.sp.","554","0.24545454545454545"
"2.4186046511627906","0.03354248495444509","0.4134615384615385","0.3","12","4","false","Eubacterium_.eligens._Candidatus","7.8","0","12","5","0.9054263565891473","false","0","Eubacterium_.eligens._Candidatus","238","0.3619047619047619"
"2.372093023255814","0.006765407595972379","0.42156862745098034","0.6190476190476191","16","4","false","Alistipes.shahii._Alistipes","9.428571428571429","0","16","7","0.9085271317829456","false","0","Alistipes.shahii._Alistipes","56","0.37714285714285717"
"1.9534883720930232","0.07037404542778787","0.511904761904762","0.3619047619047619","34","3","false","Bacteroides.rodentium_uniformis._Bacteroides","8.666666666666666","0","34","15","0.9364341085271318","false","0","Bacteroides.rodentium_uniformis._Bacteroides","566","0.28888888888888886"
"2.372093023255814","0.01744480141490108","0.42156862745098034","0.5714285714285714","18","4","false","Bacteroides.stercoris.","9.714285714285714","0","18","7","0.9085271317829456","false","0","Bacteroides.stercoris.","90","0.40476190476190477"
"2.1627906976744184","0.010507540324816069","0.4623655913978495","0.6666666666666666","16","3","false","Clostridiales.species.incertae","12.142857142857142","0","16","7","0.9224806201550387","false","0","Clostridiales.species.incertae","112","0.4187192118226601"
"2.0232558139534884","0.027713411849624465","0.4942528735632184","0.5714285714285714","22","3","false","Faecalibacterium.prausnitzii.","11.5","0","22","8","0.931782945736434","false","0","Faecalibacterium.prausnitzii.","218","0.3382352941176471"
"1.9069767441860466","0.12211379917066843","0.524390243902439","0.358974358974359","28","3","false","Faecalibacterium.prausnitzii._uncultured","9.153846153846153","0","28","13","0.9395348837209302","false","0","Faecalibacterium.prausnitzii._uncultured","764","0.2692307692307692"
"2.395348837209302","0.013073305432109418","0.41747572815533984","0.5238095238095238","28","4","false","Firmicutes.sp.","8.857142857142858","0","28","7","0.9069767441860466","false","0","Firmicutes.sp.","76","0.37888198757763975"
"2.697674418604651","0.0","0.3706896551724138","1.0","4","4","false","Odoribacter.splanchnicus._Odoribacter","15.0","0","4","2","0.8868217054263566","false","0","Odoribacter.splanchnicus._Odoribacter","0","0.7894736842105263"
"2.2093023255813953","0.02544780692132656","0.45263157894736844","0.42857142857142855","16","4","false","Paraprevotella.clara._Paraprevotella","9.571428571428571","0","16","7","0.9193798449612403","false","0","Paraprevotella.clara._Paraprevotella","174","0.34183673469387754"
"2.0","0.11375430785241221","0.5","0.25","20","3","false","Ruminococcus.bromii._Ruminococcus","7.625","0","20","8","0.9333333333333333","false","0","Ruminococcus.bromii._Ruminococcus","528","0.22058823529411764"
"2.697674418604651","0.00475707078697112","0.3706896551724138","0.5","8","4","false","Blautia.obeum_wexlerae._Ruminococcus","6.5","0","8","4","0.8868217054263566","false","0","Blautia.obeum_wexlerae._Ruminococcus","22","0.390625"
"2.697674418604651","0.0037969474846551257","0.3706896551724138","0.0","8","4","false","Anaerostipes.hadrus._uncultured","7.666666666666667","0","8","3","0.8868217054263566","false","0","Anaerostipes.hadrus._uncultured","28","0.4166666666666667"
"1.744186046511628","0.18781061990217746","0.5733333333333334","0.2761904761904762","68","3","false","Oscillibacter.sp.","8.333333333333334","0","68","15","0.9503875968992248","false","0","Oscillibacter.sp.","988","0.21367521367521367"
"2.4651162790697674","0.003961010055889868","0.4056603773584906","0.6666666666666666","8","4","false","Roseburia.hominis.","11.25","0","8","4","0.9023255813953488","false","0","Roseburia.hominis.","54","0.46875"
